Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,PlatformGenre
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft,0.34,0.41,0.06,0.18,PS3::Action
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft,0.34,0.41,0.06,0.18,PS3::Action
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft,0.34,0.41,0.06,0.18,PS3::Action
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft,0.05,0.07,"",0.01,WiiU::Action
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft,0.57,0.34,0.01,0.08,X360::Action
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft,0.57,0.34,0.01,0.08,X360::Action
Tom Clancy's Splinter Cell: Blacklist,2013,Ubisoft,0.57,0.34,0.01,0.08,X360::Action
Tom Clancy's Splinter Cell: Chaos Theory,2005,Ubisoft,0.06,0.0,"",0.01,DS::Action
Tom Clancy's Splinter Cell: Chaos Theory,2005,Ubisoft,0.68,0.38,"",0.05,XB::Action
Tom Clancy's Splinter Cell: Conviction,2010,Ubisoft,"",0.08,"",0.02,PC::Action
Tom Clancy's Splinter Cell: Conviction,2010,Ubisoft,1.2,0.63,0.04,0.19,X360::Action
Tom Clancy's Splinter Cell: Double Agent,2006,Ubisoft,0.04,0.01,"",0.0,GC::Action
Tom Clancy's Splinter Cell: Double Agent,2007,Ubisoft,0.2,0.03,"",0.03,PS3::Action
Tom Clancy's Splinter Cell: Double Agent,2006,Ubisoft,0.1,0.01,"",0.01,Wii::Action
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Ubisoft,0.05,0.02,"",0.0,GBA::Action
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Ubisoft,0.52,0.56,"",0.17,PS2::Action
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Ubisoft,0.82,0.59,"",0.07,XB::Action
Tom Clancy's The Division,2016,Ubisoft,0.2,0.14,"",0.03,PC::Shooter
Tom Clancy's The Division,2016,Ubisoft,1.28,1.61,0.15,0.57,PS4::Shooter
Tom Clancy's The Division,2016,Ubisoft,1.2,0.62,"",0.18,XOne::Shooter
Tom and Jerry Tales,2006,Warner Bros. Interactive Entertainment,0.21,0.06,"",0.02,DS::Platform
Tom and Jerry in Fists of Furry,2000,Ubisoft,0.13,0.03,"",0.0,N64::Fighting
Tom and Jerry in House Trap,2000,Ubisoft,0.11,0.07,"",0.01,PS::Action
Tom and Jerry in War of the Whiskers,2002,Ubisoft,0.13,0.1,"",0.03,PS2::Fighting
Tomb Raider,1996,Eidos Interactive,0.96,0.07,"",0.0,PC::Action
Tomb Raider,1996,Eidos Interactive,2.29,1.97,0.13,0.24,PS::Action
Tomb Raider (2013),N/A,Square Enix,0.06,0.25,"",0.05,PC::Action
Tomb Raider (2013),2013,Square Enix,0.6,1.31,0.08,0.52,PS3::Action
Tomb Raider (2013),2014,Square Enix,0.47,0.64,0.06,0.25,PS4::Action
Tomb Raider (2013),2013,Square Enix,0.86,0.87,0.01,0.17,X360::Action
Tomb Raider (2013),2014,Square Enix,0.34,0.21,"",0.05,XOne::Action
Tomb Raider (2013),2014,Square Enix,0.34,0.21,"",0.05,XOne::Action
Tomb Raider II,1997,Eidos Interactive,0.91,1.25,"",0.13,PC::Action
Tomb Raider III: Adventures of Lara Croft,1998,Eidos Interactive,0.59,0.03,"",0.0,PC::Action
Tomb Raider III: Adventures of Lara Croft,1997,Eidos Interactive,1.66,1.58,0.12,0.18,PS::Action
Tomb Raider: Anniversary,2007,Eidos Interactive,"",0.03,"",0.01,PC::Action
Tomb Raider: Anniversary,2007,Eidos Interactive,0.41,0.02,"",0.07,PS2::Action
Tomb Raider: Anniversary,2007,Eidos Interactive,0.12,0.63,"",0.11,Wii::Action
Tomb Raider: Anniversary,2007,Eidos Interactive,0.12,0.23,"",0.05,X360::Action
Tomb Raider: Legend,2006,Eidos Interactive,0.04,0.02,"",0.01,DS::Action
Tomb Raider: Legend,2006,Eidos Interactive,0.06,0.02,"",0.0,GC::Action
Tomb Raider: Legend,2006,Eidos Interactive,0.25,0.19,0.02,0.06,PS2::Action
Tomb Raider: Legend,2006,Eidos Interactive,0.27,0.08,0.01,0.03,X360::Action
Tomb Raider: Legend,2006,Eidos Interactive,0.27,0.08,0.01,0.03,X360::Action
Tomb Raider: Legend,2006,Eidos Interactive,0.1,0.03,"",0.0,XB::Action
Tomb Raider: The Last Revelation,1998,Eidos Interactive,0.41,0.0,"",0.0,PC::Action
Tomb Raider: The Last Revelation,1998,Eidos Interactive,1.15,1.14,0.06,0.13,PS::Action
Tomb Raider: The Prophecy,2002,Ubisoft,0.1,0.04,"",0.0,GBA::Action
Tomb Raider: Underworld,2008,Eidos Interactive,0.16,0.03,"",0.02,DS::Action
Tomb Raider: Underworld,2008,Eidos Interactive,0.45,0.56,0.05,0.22,PS3::Action
Tomb Raider: Underworld,2008,Eidos Interactive,0.14,0.28,"",0.06,Wii::Action
Tomb Raider: Underworld (Others sales),2009,Eidos Interactive,"",0.21,"",0.04,PS2::Adventure
Tomba! 2: The Evil Swine Return,1999,Sony Computer Entertainment,0.16,0.11,"",0.02,PS::Platform
Tomoyo After: It's a Wonderful Life CS Edition,2007,Prototype,"",0.0,0.01,0.0,PS2::Adventure
Tomoyo After: It's a Wonderful Life CS Edition,2007,Prototype,"",0.0,0.01,0.0,PS2::Adventure
Tomoyo After: It's a Wonderful Life CS Edition,2007,Prototype,"",0.0,0.01,0.0,PS2::Adventure
Tomoyo After: It's a Wonderful Life CS Edition,2009,Prototype,"",0.0,0.04,0.0,PSP::Adventure
Tongari Boushi to Oshare na Mahou Tsukai,2011,Konami Digital Entertainment,"",0.0,0.24,0.0,DS::Action
Tonic Trouble,1999,Ubisoft,0.09,0.02,"",0.0,N64::Platform
Tonka Rescue Patrol,2003,TDK Mediactive,0.05,0.01,"",0.0,GC::Action
Tony Hawk's American Sk8land,2005,Activision,0.19,0.01,"",0.02,DS::Sports
Tony Hawk's American Wasteland,2005,Activision,0.33,0.08,"",0.01,GC::Sports
Tony Hawk's American Wasteland,2005,Activision,0.28,0.02,"",0.03,X360::Sports
Tony Hawk's American Wasteland,2005,Activision,0.4,0.2,"",0.03,XB::Sports
Tony Hawk's American Wasteland (Old all region sales),2005,Activision,0.8,0.63,0.01,0.19,PS2::Sports
Tony Hawk's American Wasteland (Old all region sales),2005,Activision,0.8,0.63,0.01,0.19,PS2::Sports
Tony Hawk's Downhill Jam,2006,Activision,0.2,0.0,"",0.02,DS::Sports
Tony Hawk's Downhill Jam,N/A,Activision,0.21,0.0,"",0.02,Wii::Sports
Tony Hawk's Pro Skater,2000,Activision,0.9,0.38,0.01,0.05,GB::Sports
Tony Hawk's Pro Skater,1999,Activision,3.42,1.38,0.02,0.2,PS::Sports
Tony Hawk's Pro Skater,1999,Activision,3.42,1.38,0.02,0.2,PS::Sports
Tony Hawk's Pro Skater 2,2001,Activision,0.85,0.31,"",0.02,GBA::Sports
Tony Hawk's Pro Skater 2,2001,Activision,0.59,0.16,"",0.01,N64::Sports
Tony Hawk's Pro Skater 2,2000,Activision,3.05,1.41,0.02,0.2,PS::Sports
Tony Hawk's Pro Skater 3,2001,Activision,0.64,0.17,"",0.02,GC::Sports
Tony Hawk's Pro Skater 3,2002,Activision,0.06,0.02,"",0.0,N64::Sports
Tony Hawk's Pro Skater 3,2001,Activision,1.09,0.49,0.02,0.07,PS::Sports
Tony Hawk's Pro Skater 3,2001,Activision,2.66,1.29,0.01,0.46,PS2::Sports
Tony Hawk's Pro Skater 3,2002,Activision,0.34,0.18,"",0.02,XB::Sports
Tony Hawk's Pro Skater 4,2002,Activision,0.41,0.15,"",0.01,GBA::Sports
Tony Hawk's Pro Skater 4,2002,Activision,0.45,0.12,"",0.02,GC::Sports
Tony Hawk's Pro Skater 4,2002,Activision,2.13,1.18,0.01,0.35,PS2::Sports
Tony Hawk's Pro Skater 5,2015,Activision,0.04,0.0,"",0.01,PS3::Sports
Tony Hawk's Pro Skater 5,2015,Activision,0.09,0.08,"",0.03,PS4::Sports
Tony Hawk's Pro Skater 5,2015,Activision,0.06,0.0,"",0.01,X360::Sports
Tony Hawk's Pro Skater 5,2015,Activision,0.08,0.02,"",0.01,XOne::Sports
Tony Hawk's Project 8,2006,Activision,0.72,0.03,"",0.12,PS2::Sports
Tony Hawk's Project 8,2006,Activision,0.41,0.08,"",0.07,PSP::Sports
Tony Hawk's Project 8,2006,Activision,0.44,0.02,"",0.04,X360::Sports
Tony Hawk's Proving Ground,2007,Activision,0.55,0.02,"",0.09,PS2::Sports
Tony Hawk's Proving Ground,2007,Activision,0.36,0.05,"",0.05,PS3::Sports
Tony Hawk's Proving Ground,2007,Activision,0.22,0.01,"",0.02,Wii::Sports
Tony Hawk's Proving Ground,2007,Activision,0.49,0.02,"",0.04,X360::Sports
Tony Hawk's Proving Ground,2007,Activision,0.49,0.02,"",0.04,X360::Sports
Tony Hawk's Proving Ground,2007,Activision,0.49,0.02,"",0.04,X360::Sports
Tony Hawk's Underground,2003,Activision,0.54,0.14,"",0.02,GC::Sports
Tony Hawk's Underground,2003,Activision,2.29,1.17,0.01,0.42,PS2::Sports
Tony Hawk's Underground,2003,Activision,0.85,0.37,"",0.05,XB::Sports
Tony Hawk's Underground 2,2004,Activision,0.38,0.1,"",0.01,GC::Sports
Tony Hawk's Underground 2,2004,Activision,1.25,0.86,0.01,0.26,PS2::Sports
Tony Hawk's Underground 2,2004,Activision,0.48,0.24,"",0.03,XB::Sports
Tony Hawk's Underground 2 Remix,2005,Activision,0.46,0.21,"",0.15,PSP::Sports
Tony Hawk: RIDE,2009,Activision,0.38,0.15,"",0.08,PS3::Sports
Tony Hawk: RIDE,2009,Activision,0.7,0.17,"",0.08,Wii::Sports
Tony Hawk: RIDE,2009,Activision,0.46,0.1,"",0.05,X360::Sports
Tony Hawk: Shred,2010,Activision,0.18,0.07,"",0.04,PS3::Sports
Tony Hawk: Shred,2010,Activision,0.18,0.07,"",0.04,PS3::Sports
Tony Hawk: Shred,2010,Activision,0.41,0.11,"",0.04,Wii::Sports
Too Human,2008,Microsoft Game Studios,0.38,0.3,0.03,0.08,X360::Role-Playing
Top Angler: Real Bass Fishing,2002,Xicat Interactive,0.05,0.04,"",0.01,PS2::Sports
Top Gear Hyper-Bike,1999,Kemco,0.05,0.01,"",0.0,N64::Racing
Top Gear Overdrive,1998,Kemco,0.23,0.06,"",0.0,N64::Racing
Top Gear RPM Tuning,2005,Wanadoo,0.01,0.0,"",0.0,XB::Racing
Top Gear Rally,2003,Kemco,0.06,0.02,"",0.0,GBA::Racing
Top Gear Rally,1997,Kemco,0.32,0.07,"",0.0,N64::Racing
Top Gun,2006,505 Games,0.04,0.0,"",0.0,DS::Simulation
Top Gun,2011,505 Games,0.06,0.0,"",0.01,PS3::Simulation
Top Gun: Combat Zones,2004,Mastiff,0.07,0.03,"",0.0,GBA::Simulation
Top Gun: Combat Zones,2002,Titus,0.12,0.03,"",0.0,GC::Simulation
Top Gun: Combat Zones,2001,Titus,0.45,0.35,"",0.12,PS2::Simulation
Top Gun: Fire at Will!,1996,Microprose,0.3,0.21,"",0.04,PS::Misc
Top Gun: Hard Lock,2012,505 Games,"",0.03,"",0.01,PS3::Action
Top Gun: Hard Lock,2012,505 Games,0.03,0.02,"",0.0,X360::Action
Top Shot Arcade,2011,Activision,0.13,0.0,"",0.01,Wii::Shooter
Top Spin 2,2006,Take-Two Interactive,0.05,0.0,"",0.0,DS::Sports
Top Spin 2,2006,Take-Two Interactive,0.05,0.0,"",0.0,DS::Sports
Top Spin 2,2006,Take-Two Interactive,0.05,0.0,"",0.0,DS::Sports
Top Spin 2,2006,Take-Two Interactive,0.15,0.01,"",0.01,X360::Sports
Top Spin 3,2008,Take-Two Interactive,0.08,0.37,"",0.12,PS3::Action
Top Spin 4,2011,Take-Two Interactive,0.05,0.09,"",0.02,Wii::Sports
Top Spin 4,2011,Take-Two Interactive,0.15,0.23,"",0.04,X360::Sports
ToraDora Portable!,2009,Namco Bandai Games,"",0.0,0.08,0.0,PSP::Adventure
Torchlight,2009,JoWood Productions,"",0.06,"",0.02,PC::Role-Playing
Toriko: Gourmet Battle!,2013,Namco Bandai Games,"",0.0,0.06,0.0,3DS::Role-Playing
Toriko: Gourmet Monsters!,2012,Namco Bandai Games,"",0.0,0.16,0.0,3DS::Role-Playing
Toriko: Gourmet Survival!,2011,Namco Bandai Games,"",0.0,0.36,0.0,PSP::Role-Playing
Torino 2006,2006,Take-Two Interactive,0.06,0.05,"",0.02,PS2::Sports
Torino 2006,2006,Take-Two Interactive,0.03,0.01,"",0.0,XB::Sports
Torino 2006,2006,Take-Two Interactive,0.03,0.01,"",0.0,XB::Sports
Torino 2006,2006,Take-Two Interactive,0.03,0.01,"",0.0,XB::Sports
Tork: Prehistoric Punk,2005,Microsoft Game Studios,0.02,0.01,"",0.0,XB::Platform
Tornado,N/A,Ignition Entertainment,0.07,0.0,"",0.0,DS::Action
Tornado Outbreak,2009,Konami Digital Entertainment,0.08,0.0,"",0.01,PS3::Action
Tornado Outbreak,2009,Konami Digital Entertainment,0.1,0.0,"",0.01,Wii::Action
Tornado Outbreak,2009,Konami Digital Entertainment,0.07,0.0,"",0.01,X360::Action
Torneko no Daibouken: Fushigi no Dungeon,1993,ChunSoft,"",0.0,0.78,0.0,SNES::Role-Playing
Toro to Morimori,2009,Sony Computer Entertainment,"",0.0,0.01,0.0,PS3::Misc
Total Immersion Racing,2002,Empire Interactive,0.05,0.04,"",0.01,PS2::Racing
Total Immersion Racing,2002,Empire Interactive,0.02,0.01,"",0.0,XB::Racing
Total Overdose: A Gunslinger's Tale in Mexico,2005,Eidos Interactive,0.04,0.04,"",0.01,PS2::Shooter
Total War Attila: Tyrants & Kings,2016,Koch Media,"",0.01,"",0.0,PC::Strategy
Total War: Attila,2015,Sega,0.09,0.13,"",0.02,PC::Strategy
Total War: Shogun 2 - Fall of the Samurai,2012,Sega,0.07,0.1,"",0.03,PC::Strategy
Total War: WARHAMMER,2016,Sega,"",0.1,"",0.01,PC::Strategy
Totaled!,2002,Rage Software,0.05,0.02,"",0.0,XB::Racing
Totally Spies! 2: Undercover,2006,Atari,0.01,0.01,"",0.0,DS::Action
Totally Spies! Totally Party,2008,Ubisoft,"",0.02,"",0.0,PC::Misc
Totally Spies! Totally Party,2008,Ubisoft,0.01,0.01,"",0.0,PS2::Misc
Totally Spies! Totally Party,2008,Ubisoft,0.09,0.01,"",0.01,Wii::Misc
Totally Spies! Totally Party,2008,Ubisoft,0.09,0.01,"",0.01,Wii::Misc
Tottadoo! Yoiko no Mujintou Seikatsu,2008,Namco Bandai Games,"",0.0,0.19,0.0,DS::Adventure
Touch 'N' Play Collection,2010,O-Games,0.04,0.02,"",0.01,DS::Misc
Touch Detective,2006,505 Games,0.06,0.03,"",0.01,DS::Adventure
Touch Detective (JP sales),2006,505 Games,"",0.0,0.02,0.0,DS::Adventure
Touch Detective 2 1/2,2007,505 Games,0.09,0.0,0.01,0.01,DS::Adventure
Touch Detective: Nameko Shigeru,2013,Success,"",0.0,0.07,0.0,3DS::Adventure
Touch Detective: Nameko Shigeru,2013,Success,"",0.0,0.07,0.0,3DS::Adventure
Touch My Katamari,2011,Namco Bandai Games,0.08,0.04,"",0.02,PSV::Puzzle
Touch Shot! Love Application,2012,Compile Heart,"",0.0,0.03,0.0,PS3::Adventure
Touch the Dead,2007,Eidos Interactive,0.2,0.0,"",0.02,DS::Shooter
Touch the Dead,2007,Eidos Interactive,0.2,0.0,"",0.02,DS::Shooter
Touch the Dead,2007,Eidos Interactive,0.2,0.0,"",0.02,DS::Shooter
TouchMaster,2007,Midway Games,0.49,1.27,"",0.25,DS::Puzzle
TouchMaster 2,2008,Midway Games,0.3,0.49,"",0.1,DS::Puzzle
TouchMaster 3(Others sales),2009,Warner Bros. Interactive Entertainment,"",0.24,"",0.02,DS::Puzzle
TouchMaster: Connect,2010,Warner Bros. Interactive Entertainment,0.11,0.17,"",0.03,DS::Puzzle
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,2005,Sega,"",0.0,0.3,0.0,PSP::Misc
Toukiden 2,2016,Tecmo Koei,"",0.0,0.02,0.0,PS3::Action
Toukiden 2,2016,Tecmo Koei,"",0.0,0.08,0.0,PS4::Action
Toukiden Kiwami,2015,Tecmo Koei,0.05,0.07,0.02,0.02,PS4::Action
Toukiden Kiwami,2014,Tecmo Koei,"",0.0,0.05,0.0,PSP::Action
Toukiden Kiwami,2014,Tecmo Koei,"",0.0,0.05,0.0,PSP::Action
Toukiden Kiwami,2014,Tecmo Koei,"",0.0,0.05,0.0,PSP::Action
Toukiden Kiwami,2014,Tecmo Koei,0.05,0.05,0.17,0.03,PSV::Action
Tour de France 2011,N/A,Focus Home Interactive,"",0.05,"",0.01,X360::Racing
Tournament Pool,2009,Destineer,0.1,0.0,"",0.01,Wii::Sports
Tournament of Legends,2010,Sega,0.04,0.02,"",0.01,Wii::Fighting
Toushin Toshi,2014,imageepoch Inc.,"",0.0,0.03,0.0,3DS::Role-Playing
Toxic Grind,2002,THQ,0.02,0.0,"",0.0,XB::Sports
Toy Shop,2008,Majesco Entertainment,0.03,0.0,"",0.0,DS::Simulation
Toy Soldiers: War Chest,2015,Ubisoft,0.06,0.0,"",0.01,PS4::Action
Toy Story 2: Buzz Lightyear to the Rescue!,1999,Activision,0.71,0.2,"",0.01,N64::Platform
Toy Story 3: The Video Game,2010,Disney Interactive Studios,0.51,0.42,"",0.17,PS3::Action
TrackMania Turbo,2016,Ubisoft,"",0.01,"",0.0,PC::Action
TrackMania Turbo: Build to Race,2010,Ubisoft,0.03,0.02,"",0.01,DS::Racing
Trade & Battle: Card Hero,2000,Nintendo,"",0.0,0.2,0.0,GB::Strategy
Train Simulator 2016,2015,Unknown,"",0.04,"",0.0,PC::Simulation
TransFormers Animated: The Game,2008,Activision,0.15,0.01,"",0.01,DS::Action
Transformer: Rise of the Dark Spark,2014,Activision,0.05,0.01,"",0.01,WiiU::Action
Transformer: Rise of the Dark Spark (3DS),2014,Activision,0.05,0.01,"",0.01,3DS::Role-Playing
Transformers: Beast Wars Transmetals,2000,BAM! Entertainment,0.06,0.04,"",0.01,PS::Fighting
Transformers: Dark of the Moon,2011,Activision,0.16,0.04,"",0.02,3DS::Action
Transformers: Dark of the Moon,2011,Activision,0.11,0.19,"",0.07,PS3::Action
Transformers: Dark of the Moon,2011,Activision,0.1,0.07,"",0.02,Wii::Action
Transformers: Dark of the Moon,2011,Activision,0.13,0.13,"",0.03,X360::Action
Transformers: Devastation,2015,Activision,0.03,0.07,"",0.02,PS3::Action
Transformers: Devastation,2015,Activision,0.1,0.08,"",0.04,PS4::Action
Transformers: Devastation,2015,Activision,0.06,0.02,"",0.01,X360::Action
Transformers: Fall of Cybertron,2012,Activision,0.01,0.0,"",0.0,PC::Action
Transformers: Fall of Cybertron,2012,Activision,0.19,0.15,"",0.07,PS3::Action
Transformers: Fall of Cybertron,2012,Activision,0.28,0.13,"",0.04,X360::Action
Transformers: Prime,2012,Activision,0.13,0.03,"",0.01,3DS::Action
Transformers: Prime,2012,Activision,"",0.01,"",0.0,Wii::Action
Transformers: Prime,2012,Activision,0.09,0.03,"",0.01,WiiU::Action
Transformers: Revenge of the Fallen (Wii & PS2 Version),2009,Activision,0.27,0.14,"",0.04,DS::Action
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Activision,0.02,0.0,"",0.0,PC::Shooter
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Activision,0.25,0.01,"",0.22,PS2::Shooter
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Activision,0.17,0.15,"",0.09,PSP::Shooter
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Activision,0.24,0.2,"",0.05,Wii::Shooter
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.63,0.37,"",0.11,PS2::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.32,0.04,0.01,0.04,PS3::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.32,0.04,0.01,0.04,PS3::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.32,0.04,0.01,0.04,PS3::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.23,0.27,"",0.16,PSP::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.52,0.03,"",0.04,Wii::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.51,0.05,"",0.05,X360::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.51,0.05,"",0.05,X360::Action
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Activision,0.51,0.05,"",0.05,X360::Action
Transformers: War for Cybertron (DS Version),2010,Activision,0.22,0.01,"",0.02,DS::Shooter
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,Activision,0.01,0.0,"",0.0,PC::Shooter
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,Activision,0.37,0.15,"",0.05,X360::Shooter
Transformers: War for Cybertron -- Decepticons,2010,Activision,0.11,0.01,"",0.01,DS::Action
Transworld Surf,N/A,Atari,0.1,0.03,"",0.0,XB::Sports
Trap Gunner: Countdown to Oblivion,1998,Konami Digital Entertainment,0.02,0.01,"",0.0,PS::Strategy
Trapped Dead,2011,Iceberg Interactive,"",0.02,"",0.0,PC::Strategy
Trapt,2005,Tecmo Koei,0.03,0.02,"",0.01,PS2::Action
Trauma Center: New Blood,2007,Nintendo,0.22,0.04,0.01,0.03,Wii::Simulation
Trauma Center: Second Opinion,2006,Nintendo,0.28,0.02,0.03,0.03,Wii::Simulation
Trauma Center: Under the Knife,2005,Nintendo,0.3,0.01,0.02,0.03,DS::Simulation
Trauma Center: Under the Knife 2,2008,Atlus,0.1,0.0,"",0.01,DS::Simulation
Travel Games For Dummies,2008,Electronic Arts,0.13,0.0,"",0.01,DS::Misc
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007,Namco Bandai Games,"",0.0,0.03,0.0,DS::Action
Treasure Hunter G,1996,SquareSoft,"",0.0,0.2,0.0,SNES::Role-Playing
Treasures of the Deep,1997,Namco Bandai Games,0.1,0.07,"",0.01,PS::Action
Trials Fusion,2014,Ubisoft,"",0.03,"",0.0,PC::Racing
Trials Fusion,2014,Ubisoft,0.13,0.21,0.01,0.08,PS4::Racing
Trials Fusion,2014,Ubisoft,0.12,0.1,"",0.02,XOne::Racing
Tribes: Aerial Assault,N/A,Unknown,0.11,0.09,"",0.03,PS2::Shooter
Trigger Man,2004,Crave Entertainment,0.01,0.0,"",0.0,GC::Shooter
Trigger Man,2004,Play It,0.08,0.06,"",0.02,PS2::Shooter
Trigger Man,2004,Play It,0.08,0.06,"",0.02,PS2::Shooter
Trigger Man,2004,Play It,0.08,0.06,"",0.02,PS2::Shooter
Trigger Man,2004,Crave Entertainment,0.03,0.01,"",0.0,XB::Shooter
Triggerheart Excelica Enhanced,2009,Alchemist,"",0.0,0.02,0.0,PS2::Shooter
Trine,2009,Nobilis,"",0.01,"",0.0,PC::Action
Trine,2009,Nobilis,"",0.01,"",0.0,PC::Action
Trine 2,2011,Focus Home Interactive,"",0.03,"",0.01,PC::Platform
Trine 2,2012,Atlus,"",0.03,"",0.0,WiiU::Platform
Tringo,2006,Liquid Games,0.01,0.0,"",0.0,GBA::Puzzle
Tringo,2006,Liquid Games,0.01,0.0,"",0.0,GBA::Puzzle
Triple Crown Championship Snowboarding,2010,Destineer,0.02,0.0,"",0.0,Wii::Sports
Triple Pack: Xbox Live Arcade Compilation,2011,Microsoft Game Studios,0.03,0.0,"",0.0,X360::Misc
Triple Play 2000,1999,Electronic Arts,0.27,0.01,"",0.0,N64::Sports
Triple Play 2000,1999,Electronic Arts,0.79,0.54,"",0.09,PS::Sports
Triple Play 2002,2002,Electronic Arts,0.43,0.33,"",0.11,PS2::Sports
Triple Play 99,N/A,N/A,0.81,0.55,"",0.1,PS::Sports
Trivial Pursuit,2009,Electronic Arts,0.09,0.01,"",0.17,PS2::Misc
Trivial Pursuit,2009,Electronic Arts,0.21,0.31,"",0.07,Wii::Misc
Trivial Pursuit,2009,Electronic Arts,0.12,0.21,"",0.04,X360::Misc
Trivial Pursuit unhinged,2004,Atari,0.09,0.07,"",0.02,PS2::Misc
Tron 2.0: Killer App,2004,Disney Interactive Studios,0.04,0.02,"",0.0,GBA::Action
Tron 2.0: Killer App,2004,Disney Interactive Studios,0.04,0.01,"",0.0,XB::Action
Tropico 3,2009,Kalypso Media,"",0.04,"",0.01,PC::Strategy
Tropico 3,2009,Kalypso Media,0.15,0.02,0.03,0.02,X360::Strategy
Tropico 4: Modern Times,2012,Kalypso Media,"",0.02,"",0.0,PC::Strategy
Tropico 4: Modern Times,2012,Kalypso Media,"",0.02,"",0.0,PC::Strategy
Tropico 4: Modern Times,2012,Kalypso Media,"",0.02,"",0.0,PC::Strategy
Tropico 5,2014,Kalypso Media,0.02,0.08,"",0.01,PC::Simulation
Tropico 5,2015,Kalypso Media,0.05,0.16,0.05,0.04,PS4::Simulation
Tropico Reloaded,2009,Kalypso Media,"",0.02,"",0.0,PC::Strategy
Tropix,2008,Capcom,0.06,0.0,"",0.0,DS::Puzzle
True Crime: New York City,2005,Activision,0.13,0.03,"",0.0,GC::Action
True Crime: Streets of LA,2003,Activision,0.96,0.37,"",0.05,XB::Action
True Love Story 3,2001,Enterbrain,"",0.0,0.04,0.0,PS2::Simulation
True Pinball,1996,Ocean,0.02,0.01,"",0.0,PS::Misc
True Swing Golf,2005,Nintendo,0.11,0.0,0.04,0.01,DS::Sports
Truth or Lies,2010,THQ,0.06,0.02,"",0.01,PS3::Misc
Truth or Lies,2010,THQ,0.04,0.05,"",0.01,Wii::Misc
Truth or Lies,2010,THQ,0.07,0.03,"",0.01,X360::Misc
Tsugunai: Atonement,2001,Sony Computer Entertainment,0.02,0.01,0.02,0.0,PS2::Role-Playing
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,2015,dramatic create,"",0.0,0.02,0.0,PSV::Adventure
Tsuki no Hikari: Shizumeru Kane no Satsujin,2002,Victor Interactive,"",0.0,0.02,0.0,PS2::Adventure
Tsukigime Ranko's Longest Day,2014,Namco Bandai Games,"",0.01,"",0.0,PS3::Action
Tsuku Monogatari,2011,FuRyu,"",0.0,0.03,0.0,PSP::Adventure
Tsumiki: Block Drop Mania,2007,Nobilis,0.05,0.0,"",0.0,DS::Action
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,2015,Experience Inc.,"",0.0,0.04,0.0,PSV::Role-Playing
Tsuyo Kiss 2 Gakki: Swift Love,2009,Revolution (Japan),"",0.0,0.02,0.0,PS2::Adventure
Tsuyo Kiss 2 Gakki: Swift Love,2009,Revolution (Japan),"",0.0,0.02,0.0,PS2::Adventure
Tsuyo Kiss: Mighty Heart,2006,Princess Soft,"",0.0,0.03,0.0,PS2::Adventure
Turbo Prop Racing,1997,Sony Computer Entertainment,0.08,0.06,"",0.01,PS::Racing
Turbo Trainz,2012,Mastertronic,"",0.01,"",0.0,Wii::Racing
Turbo Turtle Adventure,2002,Majesco Entertainment,0.04,0.01,"",0.0,GBA::Puzzle
Turbo: Super Stunt Squad,2013,D3Publisher,"",0.03,"",0.0,DS::Sports
