Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Seaman,DC,1999,Simulation,Sega,0.0,0.0,0.52,0.0
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0.0,0.0,0.32,0.0
Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.05,0.02,0.0,0.01
Secret Game Portable,PSP,2010,Adventure,Yeti,0.0,0.0,0.01,0.0
Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0.0,0.06
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0.0,0.0,0.02,0.0
Sega Casino,DS,2005,Misc,Sega,0.08,0.0,0.0,0.01
Sega GT,DC,2000,Racing,Sega,0.0,0.0,0.13,0.0
Sega Rally Championship 2,DC,1999,Racing,Sega,0.0,0.0,0.41,0.0
Sega Rally Revo,PC,2007,Racing,Sega,0.0,0.01,0.0,0.0
Sega Rally Revo,PSP,2007,Racing,Sega,0.03,0.15,0.0,0.08
Sega Smash Pack,GBA,2002,Misc,Atari,0.23,0.08,0.0,0.01
Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0
Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0.0,0.0
Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0.0,0.02
Sega Superstars Tennis,DS,2008,Sports,Sega,0.29,0.37,0.0,0.08
Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0.0,0.13
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0.0,0.28
Sega Touring Car Championship,SAT,1996,Racing,Sega,0.0,0.0,0.11,0.0
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,0.0,0.0,0.03,0.0
Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,0.0,0.0,0.01,0.0
Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0.0,0.0,0.01,0.0
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0.0,0.0,0.13,0.0
Sengoku Basara X,PS2,2008,Fighting,Capcom,0.0,0.0,0.05,0.0
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.0,0.0,0.02,0.0
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0
Sengoku Hime: Senran ni Mau Otometachi,PS2,2009,Adventure,Yeti,0.0,0.0,0.02,0.0
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.02,0.0
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0.0,0.0,0.03,0.0
Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment,0.13,0.02,0.16,0.05
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.07,0.0,0.08,0.02
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03
Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0.0,0.02,0.0,0.0
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0.0,0.01
Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.02
Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,0.14,0.04,0.0,0.0
Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,0.17,0.12,0.0,0.02
"Sesame Street: Ready, Set, Grover!",DS,2011,Misc,Warner Bros. Interactive Entertainment,0.08,0.0,0.0,0.01
Seven: Molmorth no Kiheitai,PS2,2000,Action,Namco Bandai Games,0.0,0.0,0.09,0.0
Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02
Shadow The Hedgehog,PS2,2005,Platform,Sega,0.5,0.02,0.0,0.08
Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04
Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.04
Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02
Shaman King: Spirit of Shamans,PS,2002,Action,Namco Bandai Games,0.0,0.0,0.18,0.01
Shantae and the Pirate's Curse,3DS,2015,Platform,Intergrow,0.0,0.0,0.03,0.0
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0.0,0.03,0.0,0.01
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0.0,0.03
Shaun White Snowboarding,PS3,2008,Sports,Ubisoft,0.31,0.24,0.01,0.1
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0.0,0.17
Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.25,0.04,0.0,0.02
Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0.0,0.0,0.0
Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.17,0.0,0.0,0.01
ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01
ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01
Shenmue II,DC,2001,Adventure,Sega,0.0,0.0,0.15,0.0
Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.01
Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04
Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,505 Games,0.0,0.0,0.07,0.0
Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,0.0,0.0,0.15,0.0
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,0.0,0.0,0.11,0.0
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.0,0.0,0.05,0.0
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012,Role-Playing,Acquire,0.0,0.0,0.09,0.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.04,0.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0.0,0.0,0.01,0.0
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0
Shin Megami Tensei,PS,2001,Role-Playing,Atlus,0.0,0.0,0.09,0.01
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.02
Shin Megami Tensei IV: Final,3DS,2016,Role-Playing,Deep Silver,0.03,0.0,0.14,0.0
Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.0,0.0,0.05,0.0
Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01
Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0.0,0.0,0.38,0.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0.0,0.0,0.31,0.0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0.0,0.0,0.17,0.0
Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0.0,0.03,0.09,0.0
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,Ghostlight,0.28,0.01,0.06,0.02
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,0.14,0.0,0.14,0.01
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0
Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0.0,0.0,0.01,0.0
Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,0.0,0.0,0.05,0.0
Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0.0,0.0,0.05,0.0
Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0.0,0.0,0.52,0.04
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0.0,0.0,0.3,0.02
Shining Force II,GEN,1993,Strategy,Sega,0.0,0.0,0.19,0.0
Shining Force III,SAT,1997,Strategy,Sega,0.0,0.0,0.13,0.0
Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,0.0,0.0,0.05,0.0
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.06,0.02,0.0,0.0
Shining Resonance,PS3,2014,Role-Playing,Sega,0.0,0.0,0.14,0.0
Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0.0,0.02
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09
Shinobi Koutsutsu,PSP,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009,Adventure,CyberFront,0.0,0.0,0.01,0.0
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,Gaga,0.0,0.0,0.02,0.0
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0.0,0.11,0.01
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0.0,0.0,0.13,0.0
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,Spike,0.0,0.0,0.04,0.0
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0.0,0.04,0.0
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Adventure,Russel,0.0,0.0,0.01,0.0
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0
Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,0.07,0.05,0.0,0.02
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0.0,0.0
Shorts,DS,N/A,Platform,Unknown,0.01,0.0,0.0,0.0
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01
Shox,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.0,0.01
Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0.0,0.01
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0
Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision,0.08,0.0,0.0,0.01
Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0.0,0.04
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0.0,0.0
Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0.0,0.0
Shrek the Third,DS,N/A,Action,Activision,0.26,0.02,0.0,0.02
Shrek the Third,PSP,2007,Action,Activision,0.08,0.15,0.0,0.09
Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0.0,0.01
Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.47,0.17,0.0,0.01
Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01
Silent Bomber,PS,1999,Action,Virgin Interactive,0.01,0.01,0.0,0.0
Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0.0,0.21,0.0,0.05
Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0
Sim Theme Park,PS,1999,Strategy,Electronic Arts,0.35,0.24,0.0,0.04
SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01
SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0
SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04
SimCity Societies,PC,2007,Simulation,Electronic Arts,0.0,0.02,0.0,0.0
SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,0.0,0.0,0.16,0.0
Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,0.0,0.0,0.99,0.07
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,0.31,0.21,0.0,0.04
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher,0.0,0.0,0.02,0.0
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007,Strategy,D3Publisher,0.0,0.0,0.01,0.0
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,0.0,0.0,0.02,0.0
Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,Adventure,D3Publisher,0.0,0.0,0.02,0.0
Sin and Punishment,N64,2000,Shooter,Nintendo,0.0,0.0,0.13,0.0
Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.2,0.14,0.06,0.04
SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,0.23,0.04,0.0,1.09
SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0.0,0.04
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12
SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02
SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31
SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32
SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.26,0.0,0.08
SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25
Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0.0,0.12,0.0,0.02
Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03
Singularity,PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01
Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02
Sitting Ducks,PS2,2003,Platform,LSP Games,0.03,0.02,0.0,0.01
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0.0,0.0,0.01
Skate,PS3,2007,Sports,Electronic Arts,0.29,0.05,0.0,0.04
Skate,X360,2007,Sports,Electronic Arts,0.62,0.04,0.0,0.06
Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0.0,0.35
Skate it,DS,2008,Sports,Electronic Arts,0.14,0.02,0.0,0.01
Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01
Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0.0,0.0,0.01
Sky Dancers,GBA,2005,Action,Crave Entertainment,0.02,0.01,0.0,0.0
Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04
Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02
Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0.0,0.05
Skylanders SWAP Force,XOne,2013,Platform,Activision,0.22,0.06,0.0,0.02
Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0.0,0.05
Skylanders: Trap Team,PS3,2014,Action,Activision,0.24,0.33,0.0,0.12
Skylanders: Trap Team,Wii,2014,Action,Activision,0.42,0.54,0.0,0.08
Skylanders: Trap Team,WiiU,2014,Action,Activision,0.39,0.25,0.0,0.06
Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0.0,0.08
Skylanders: Trap Team,XOne,2014,Action,Activision,0.25,0.07,0.0,0.03
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0
Slayers,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.12,0.0
Slayers Royal,PS,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.01
Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,0.0,0.0,0.01,0.0
Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0.0,0.0,0.2,0.0
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04
Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01
Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0
Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0
Smuggler's Run,GBA,2002,Racing,Rebellion,0.01,0.0,0.0,0.0
Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2
Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,0.55,0.03,0.0,0.01
Sniper Elite,PC,2005,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.08,0.03,0.0,0.01
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.39,0.06,0.15
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0.0,0.13,0.0,0.03
Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14
SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0.0,0.06
Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01
Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0.0,0.0
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0.0,0.0,0.18,0.0
Solaris,2600,1986,Shooter,Atari,0.35,0.02,0.0,0.0
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0.0,0.01
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0.0,0.01
Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0
Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.37,0.0,0.06
Sonic & Sega All-Stars Racing,DS,2010,Racing,Sega,0.44,0.54,0.0,0.11
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.1,0.04,0.0,0.0
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0.0,0.03
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07
Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.62,0.0,0.31
Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0.0,0.0,0.07,0.0
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0
Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,0.0,0.0,0.02,0.0
Soukaigi,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0.0,0.0,0.02,0.0
Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.05,0.0
Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04
SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.01,0.0
SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04
SoulLink Extension,PS2,2006,Adventure,Interchannel,0.0,0.0,0.01,0.0
Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0
South Park Rally,PS,1998,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02
South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0.0,0.08
Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0.0,0.01
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0.0,0.02
Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06
Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03
Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0.0,0.0
Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06
Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.02
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01
Speed Kings,GC,2003,Racing,Acclaim Entertainment,0.01,0.0,0.0,0.0
Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03
Speedball 2100,PS,2000,Sports,Empire Interactive,0.1,0.07,0.0,0.01
Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43
Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0.0,0.14
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0.0,0.0,0.04
Spider-Man: Friend or Foe,PS2,2007,Action,Activision,0.31,0.01,0.0,0.05
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.0,0.0,0.01
Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.01,0.0,0.01
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0.0,0.02,0.0,0.0
Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0.0,0.03
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01
Spirits & Spells,GBA,2003,Platform,Wanadoo,0.01,0.0,0.0,0.0
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0
Split/Second,PS3,2010,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0.1,0.0,0.02
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.23,0.08,0.0,0.01
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.38,0.14,0.0,0.01
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,0.34,0.09,0.0,0.01
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0.0,0.06,0.0,0.0
SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.5,0.0,0.0,0.11
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0.0,0.06
SpongeBob's Boating Bash,Wii,2010,Misc,THQ,0.25,0.07,0.0,0.03
SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0.0,0.0
SpongeBob's Truth or Square (US sales),Wii,2009,Action,THQ,0.38,0.01,0.0,0.0
SpongeBob's Truth or Square (US sales),X360,2009,Action,THQ,0.25,0.0,0.0,0.0
Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0.0,0.09
Spore Hero,Wii,2009,Simulation,Electronic Arts,0.36,0.03,0.0,0.03
Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0.0,0.01
